,activity,protein_symbol,protein_name,aid,chembl_id,compound_name
16690,inhibitor,P02545,Prelamin-A/C,3643368,CHEMBL1364681,
16691,inhibitor,P02545,Prelamin-A/C,3643369,CHEMBL1306985,
16692,inhibitor,P02545,Prelamin-A/C,3643370,CHEMBL1465373,
16693,activator,P02545,Prelamin-A/C,3643371,CHEMBL3193642,
16694,inhibitor,P02545,Prelamin-A/C,3643372,CHEMBL1976631,
16695,inhibitor,P02545,Prelamin-A/C,3643373,CHEMBL1450386,
16696,inhibitor,P02545,Prelamin-A/C,3643374,CHEMBL1377082,
16697,inhibitor,P02545,Prelamin-A/C,3643375,CHEMBL1482713,
16698,activator,P02545,Prelamin-A/C,3643376,CHEMBL3213487,
16699,inhibitor,P02545,Prelamin-A/C,3643377,CHEMBL1543771,
16700,inhibitor,P02545,Prelamin-A/C,3643378,CHEMBL1543772,
16701,inhibitor,P02545,Prelamin-A/C,3643379,CHEMBL1315793,
16702,inhibitor,P02545,Prelamin-A/C,3643380,CHEMBL1337113,
16703,activator,P02545,Prelamin-A/C,3643381,CHEMBL1573076,
16704,inhibitor,P02545,Prelamin-A/C,3643382,CHEMBL1552542,
16705,inhibitor,P02545,Prelamin-A/C,3643383,CHEMBL1494785,
16706,inhibitor,P02545,Prelamin-A/C,3643384,CHEMBL1455396,
16707,inhibitor,P02545,Prelamin-A/C,3643385,CHEMBL1465288,
16708,activator,P02545,Prelamin-A/C,3643386,CHEMBL1582497,
16709,inhibitor,P02545,Prelamin-A/C,3643387,CHEMBL17201,
16710,inhibitor,P02545,Prelamin-A/C,3643388,CHEMBL1331944,
16711,inhibitor,P02545,Prelamin-A/C,3643389,CHEMBL1364596,
16712,inhibitor,P02545,Prelamin-A/C,3643390,CHEMBL1306978,
16713,inhibitor,P02545,Prelamin-A/C,3643391,CHEMBL1411550,
16714,activator,P02545,Prelamin-A/C,3643392,CHEMBL1426362,
16715,inhibitor,P02545,Prelamin-A/C,3643393,CHEMBL1522027,
16716,inhibitor,P02545,Prelamin-A/C,3643394,CHEMBL1377015,
16717,inhibitor,P02545,Prelamin-A/C,3643395,CHEMBL1494858,
16718,inhibitor,P02545,Prelamin-A/C,3643396,CHEMBL1364630,
16719,inhibitor,P02545,Prelamin-A/C,3643397,CHEMBL1347063,
16720,activator,P02545,Prelamin-A/C,3643398,CHEMBL1200391,Tromethamine
16721,inhibitor,P02545,Prelamin-A/C,3643399,CHEMBL1359135,
16722,inhibitor,P02545,Prelamin-A/C,3643400,CHEMBL1307021,
16723,inhibitor,P02545,Prelamin-A/C,3643401,CHEMBL3193897,
16724,inhibitor,P02545,Prelamin-A/C,3643402,CHEMBL1426243,
16725,inhibitor,P02545,Prelamin-A/C,3643403,CHEMBL1522067,
16726,inhibitor,P02545,Prelamin-A/C,3643404,CHEMBL1599784,
16727,activator,P02545,Prelamin-A/C,3643405,CHEMBL94007,Ethacridine
16728,inhibitor,P02545,Prelamin-A/C,3643406,CHEMBL1364682,
16729,inhibitor,P02545,Prelamin-A/C,3643407,CHEMBL1443507,
16730,inhibitor,P02545,Prelamin-A/C,3643408,CHEMBL1337068,
16731,inhibitor,P02545,Prelamin-A/C,3643409,CHEMBL1976198,
16732,inhibitor,P02545,Prelamin-A/C,3643410,CHEMBL1976197,
16733,activator,P02545,Prelamin-A/C,3643411,CHEMBL1529215,
16734,inhibitor,P02545,Prelamin-A/C,3643412,CHEMBL1426457,
16735,activator,P02545,Prelamin-A/C,3643413,CHEMBL29411,Thymol
16736,inhibitor,P02545,Prelamin-A/C,3643414,CHEMBL3194000,
16737,inhibitor,P02545,Prelamin-A/C,3643415,CHEMBL1337098,
16738,inhibitor,P02545,Prelamin-A/C,3643416,CHEMBL1982391,
16739,inhibitor,P02545,Prelamin-A/C,3643417,CHEMBL1443686,
16740,inhibitor,P02545,Prelamin-A/C,3643418,CHEMBL1404572,
16741,inhibitor,P02545,Prelamin-A/C,3643419,CHEMBL1337368,
16742,inhibitor,P02545,Prelamin-A/C,3643420,CHEMBL1307413,
16743,inhibitor,P02545,Prelamin-A/C,3643421,CHEMBL1573333,
16744,inhibitor,P02545,Prelamin-A/C,3643422,CHEMBL1544335,
16745,inhibitor,P02545,Prelamin-A/C,3643423,CHEMBL3187596,
16746,activator,P02545,Prelamin-A/C,3643424,CHEMBL1534464,
16747,inhibitor,P02545,Prelamin-A/C,3643425,CHEMBL579498,
16748,inhibitor,P02545,Prelamin-A/C,3643426,CHEMBL1516303,
16749,inhibitor,P02545,Prelamin-A/C,3643427,CHEMBL1534476,
16750,inhibitor,P02545,Prelamin-A/C,3643428,CHEMBL1435008,
16751,inhibitor,P02545,Prelamin-A/C,3643429,CHEMBL1573363,
16752,inhibitor,P02545,Prelamin-A/C,3643430,CHEMBL1347518,
16753,inhibitor,P02545,Prelamin-A/C,3643431,CHEMBL1495227,
16754,inhibitor,P02545,Prelamin-A/C,3643432,CHEMBL1505248,
16755,inhibitor,P02545,Prelamin-A/C,3643433,CHEMBL1583075,
16756,inhibitor,P02545,Prelamin-A/C,3643434,CHEMBL1455708,
16757,inhibitor,P02545,Prelamin-A/C,3643435,CHEMBL1364979,
16758,inhibitor,P02545,Prelamin-A/C,3643436,CHEMBL1573251,
16759,activator,P02545,Prelamin-A/C,3643437,CHEMBL3194961,
16760,inhibitor,P02545,Prelamin-A/C,3643438,CHEMBL1495094,
16761,inhibitor,P02545,Prelamin-A/C,3643439,CHEMBL1561425,
16762,inhibitor,P02545,Prelamin-A/C,3643440,CHEMBL1582965,
16763,inhibitor,P02545,Prelamin-A/C,3643441,CHEMBL1522401,
16764,activator,P02545,Prelamin-A/C,3643442,CHEMBL1426754,
16765,inhibitor,P02545,Prelamin-A/C,3643443,CHEMBL1387335,
16766,inhibitor,P02545,Prelamin-A/C,3643444,CHEMBL1544311,
16767,inhibitor,P02545,Prelamin-A/C,3643445,CHEMBL1561472,
16768,inhibitor,P02545,Prelamin-A/C,3643446,CHEMBL1307416,
16769,inhibitor,P02545,Prelamin-A/C,3643447,CHEMBL1443826,
16770,inhibitor,P02545,Prelamin-A/C,3643448,CHEMBL1544325,
16771,inhibitor,P02545,Prelamin-A/C,3643449,CHEMBL1387387,
16772,inhibitor,P02545,Prelamin-A/C,3643450,CHEMBL1495150,
16773,inhibitor,P02545,Prelamin-A/C,3643451,CHEMBL1505204,
16774,inhibitor,P02545,Prelamin-A/C,3643452,CHEMBL1600004,
16775,inhibitor,P02545,Prelamin-A/C,3643453,CHEMBL1416868,
16776,activator,P02545,Prelamin-A/C,3643454,CHEMBL1182210,Benzethonium
16777,inhibitor,P02545,Prelamin-A/C,3643455,CHEMBL1324885,
16778,inhibitor,P02545,Prelamin-A/C,3643456,CHEMBL1573351,
16779,inhibitor,P02545,Prelamin-A/C,3643457,CHEMBL1334574,
16780,inhibitor,P02545,Prelamin-A/C,3643458,CHEMBL3195168,
16781,inhibitor,P02545,Prelamin-A/C,3643459,CHEMBL1483047,
16782,inhibitor,P02545,Prelamin-A/C,3643460,CHEMBL3208179,
16783,inhibitor,P02545,Prelamin-A/C,3643461,CHEMBL1513638,
16784,inhibitor,P02545,Prelamin-A/C,3643463,CHEMBL1337434,
16785,inhibitor,P02545,Prelamin-A/C,3643464,CHEMBL1505299,
16786,inhibitor,P02545,Prelamin-A/C,3643465,CHEMBL1364969,
16787,activator,P02545,Prelamin-A/C,3643466,CHEMBL100,Levcromakalim
16788,inhibitor,P02545,Prelamin-A/C,3643467,CHEMBL1591377,
16789,activator,P02545,Prelamin-A/C,3643468,CHEMBL1505133,
16790,inhibitor,P02545,Prelamin-A/C,3643469,CHEMBL1476080,
16791,inhibitor,P02545,Prelamin-A/C,4403300 | 3643470 | 3651083,CHEMBL44,Genistein
16792,inhibitor,P02545,Prelamin-A/C,3643471,CHEMBL1387320,
16793,inhibitor,P02545,Prelamin-A/C,3643472,CHEMBL1324944,
16794,activator,P02545,Prelamin-A/C,3643473,CHEMBL1387338,
16795,inhibitor,P02545,Prelamin-A/C,3643474,CHEMBL1337299,
16796,activator,P02545,Prelamin-A/C,3643475,CHEMBL1372072,
16797,activator,P02545,Prelamin-A/C,3643476,CHEMBL1483093,
16798,inhibitor,P02545,Prelamin-A/C,3643477,CHEMBL1387364,
16799,inhibitor,P02545,Prelamin-A/C,3643478,CHEMBL1490146,
16800,inhibitor,P02545,Prelamin-A/C,3643479,CHEMBL1600114,
16801,activator,P02545,Prelamin-A/C,3643480,CHEMBL1534418,
16802,activator,P02545,Prelamin-A/C,3643481,CHEMBL1395787,
16803,inhibitor,P02545,Prelamin-A/C,3643482,CHEMBL1347484,
16804,activator,P02545,Prelamin-A/C,3643483,CHEMBL1465839,
16805,inhibitor,P02545,Prelamin-A/C,3643484,CHEMBL1365032,
16806,inhibitor,P02545,Prelamin-A/C,3643485,CHEMBL1465850,
16807,inhibitor,P02545,Prelamin-A/C,3643486,CHEMBL1365033,
16808,inhibitor,P02545,Prelamin-A/C,3643487,CHEMBL1573308,
16809,inhibitor,P02545,Prelamin-A/C,3643488,CHEMBL1573309,
16810,activator,P02545,Prelamin-A/C,3643489,CHEMBL1325024,
16811,inhibitor,P02545,Prelamin-A/C,3643490,CHEMBL1984324,
16812,inhibitor,P02545,Prelamin-A/C,3643491,CHEMBL1513659,
16813,inhibitor,P02545,Prelamin-A/C,3643492,CHEMBL1534449,
16814,inhibitor,P02545,Prelamin-A/C,3643493,CHEMBL1522288,
16815,inhibitor,P02545,Prelamin-A/C,3643494,CHEMBL1465913,
16816,inhibitor,P02545,Prelamin-A/C,3666391 | 3643495,CHEMBL83668,Tolnaftate
16817,inhibitor,P02545,Prelamin-A/C,3643496,CHEMBL1582976,
16818,inhibitor,P02545,Prelamin-A/C,3643497,CHEMBL1387321,
16819,inhibitor,P02545,Prelamin-A/C,3643498,CHEMBL1544298,
16820,inhibitor,P02545,Prelamin-A/C,3643499,CHEMBL1347425,
16821,inhibitor,P02545,Prelamin-A/C,3643500,CHEMBL1495198,
16822,inhibitor,P02545,Prelamin-A/C,3643501,CHEMBL3195599,
16823,inhibitor,P02545,Prelamin-A/C,3643502,CHEMBL1347440,
16824,inhibitor,P02545,Prelamin-A/C,3643503,CHEMBL1324939,
16825,inhibitor,P02545,Prelamin-A/C,3643504,CHEMBL1505174,
16826,inhibitor,P02545,Prelamin-A/C,3643505,CHEMBL1404633,
16827,inhibitor,P02545,Prelamin-A/C,3643506,CHEMBL1483085,
16828,inhibitor,P02545,Prelamin-A/C,3643507,CHEMBL1307428,
16829,inhibitor,P02545,Prelamin-A/C,3643508,CHEMBL3195664,
16830,activator,P02545,Prelamin-A/C,3643509,CHEMBL1443782,
16831,inhibitor,P02545,Prelamin-A/C,3643510,CHEMBL1443783,
16832,activator,P02545,Prelamin-A/C,3643511,CHEMBL1317834,
16833,inhibitor,P02545,Prelamin-A/C,3643512,CHEMBL1465851,
16834,inhibitor,P02545,Prelamin-A/C,3643513,CHEMBL1443807,
16835,inhibitor,P02545,Prelamin-A/C,3643514,CHEMBL1583046,
16836,inhibitor,P02545,Prelamin-A/C,3643515,CHEMBL1416795,
16837,inhibitor,P02545,Prelamin-A/C,3643516,CHEMBL1455747,
16838,inhibitor,P02545,Prelamin-A/C,3643517,CHEMBL1522425,
16839,inhibitor,P02545,Prelamin-A/C,3643518,CHEMBL1416808,
16840,inhibitor,P02545,Prelamin-A/C,3643519,CHEMBL1554555,
16841,inhibitor,P02545,Prelamin-A/C,3643520,CHEMBL1483138,
16842,inhibitor,P02545,Prelamin-A/C,3643521,CHEMBL1395810,
16843,activator,P02545,Prelamin-A/C,3643522,CHEMBL1426866,
16844,inhibitor,P02545,Prelamin-A/C,3643523,CHEMBL1495122,
16845,inhibitor,P02545,Prelamin-A/C,3643524,CHEMBL1404576,
16846,inhibitor,P02545,Prelamin-A/C,3643525,CHEMBL1443706,
16847,inhibitor,P02545,Prelamin-A/C,3643526,CHEMBL1568352,
16848,inhibitor,P02545,Prelamin-A/C,3643527,CHEMBL1522316,
16849,inhibitor,P02545,Prelamin-A/C,3643528,CHEMBL1513686,12a-hydroxy-5-deoxydehydromunduserone
16850,inhibitor,P02545,Prelamin-A/C,3643529,CHEMBL1534443,
16851,inhibitor,P02545,Prelamin-A/C,3643530,CHEMBL1573337,
16852,inhibitor,P02545,Prelamin-A/C,3643531,CHEMBL1465761,
16853,inhibitor,P02545,Prelamin-A/C,3643532,CHEMBL1534458,
16854,activator,P02545,Prelamin-A/C,3643533,CHEMBL1324923,
16855,inhibitor,P02545,Prelamin-A/C,3643534,CHEMBL1324934,
16856,inhibitor,P02545,Prelamin-A/C,3643535,CHEMBL1534479,
16857,inhibitor,P02545,Prelamin-A/C,3643536,CHEMBL1404622,
16858,inhibitor,P02545,Prelamin-A/C,3643537,CHEMBL1465791,
16859,inhibitor,P02545,Prelamin-A/C,3643538,CHEMBL1522377,
16860,inhibitor,P02545,Prelamin-A/C,3643540,CHEMBL1611977,
16861,inhibitor,P02545,Prelamin-A/C,3643541,CHEMBL1483096,
16862,inhibitor,P02545,Prelamin-A/C,3643542,CHEMBL1443784,
16863,inhibitor,P02545,Prelamin-A/C,3643543,CHEMBL3195982,
16864,inhibitor,P02545,Prelamin-A/C,3643544,CHEMBL1411719,
16865,inhibitor,P02545,Prelamin-A/C,3643545,CHEMBL1600127,
16866,inhibitor,P02545,Prelamin-A/C,3643546,CHEMBL1347699,
16867,inhibitor,P02545,Prelamin-A/C,3643547,CHEMBL1522419,
16868,inhibitor,P02545,Prelamin-A/C,3643548,CHEMBL1984338,
16869,inhibitor,P02545,Prelamin-A/C,3643549,CHEMBL1395842,
16870,inhibitor,P02545,Prelamin-A/C,3643550,CHEMBL1583242,
16871,inhibitor,P02545,Prelamin-A/C,3643551,CHEMBL1317869,
16872,inhibitor,P02545,Prelamin-A/C,3643552,CHEMBL1495107,
16873,inhibitor,P02545,Prelamin-A/C,3643553,CHEMBL1307675,
16874,activator,P02545,Prelamin-A/C,3643554,CHEMBL1416809,
16875,inhibitor,P02545,Prelamin-A/C,3643555,CHEMBL1443679,
16876,inhibitor,P02545,Prelamin-A/C,3643556,CHEMBL1534407,
16877,inhibitor,P02545,Prelamin-A/C,3643557,CHEMBL1387487,
16878,activator,P02545,Prelamin-A/C,3643558,CHEMBL1522290,
16879,activator,P02545,Prelamin-A/C,3643559,CHEMBL3209553,
16880,activator,P02545,Prelamin-A/C,3643560,CHEMBL1600014,
16881,inhibitor,P02545,Prelamin-A/C,3643561,CHEMBL1443696,
16882,inhibitor,P02545,Prelamin-A/C,3643562,CHEMBL3196158,
16883,inhibitor,P02545,Prelamin-A/C,3643563,CHEMBL1455775,
16884,inhibitor,P02545,Prelamin-A/C,3643564,CHEMBL1387517,
16885,inhibitor,P02545,Prelamin-A/C,3643565,CHEMBL2374095,
16886,inhibitor,P02545,Prelamin-A/C,3643566,CHEMBL1377330,
16887,inhibitor,P02545,Prelamin-A/C,3643567,CHEMBL1337347,
16888,inhibitor,P02545,Prelamin-A/C,3643568,CHEMBL1495154,
16889,activator,P02545,Prelamin-A/C,3643569,CHEMBL1436843,
16890,inhibitor,P02545,Prelamin-A/C,3643570,CHEMBL1387562,
16891,activator,P02545,Prelamin-A/C,3643571,CHEMBL1505401,
16892,inhibitor,P02545,Prelamin-A/C,3643572,CHEMBL1427004,
16893,inhibitor,P02545,Prelamin-A/C,3643573,CHEMBL1387571,
16894,inhibitor,P02545,Prelamin-A/C,3643574,CHEMBL3209738,
16895,activator,P02545,Prelamin-A/C,3643575,CHEMBL1395862,
16896,inhibitor,P02545,Prelamin-A/C,3643576,CHEMBL1416863,
16897,inhibitor,P02545,Prelamin-A/C,3643577,CHEMBL1404654,
16898,activator,P02545,Prelamin-A/C,3643578,CHEMBL1347728,
16899,inhibitor,P02545,Prelamin-A/C,3643579,CHEMBL1495188,
16900,activator,P02545,Prelamin-A/C,3643580,CHEMBL953,Entacapone
16901,inhibitor,P02545,Prelamin-A/C,3643581,CHEMBL1505474,
16902,inhibitor,P02545,Prelamin-A/C,3643582,CHEMBL1426897,
16903,inhibitor,P02545,Prelamin-A/C,3643583,CHEMBL3196364,
16904,inhibitor,P02545,Prelamin-A/C,3643584,CHEMBL583578,
16905,inhibitor,P02545,Prelamin-A/C,3643585,CHEMBL1544440,
16906,inhibitor,P02545,Prelamin-A/C,4403337 | 3643586,CHEMBL1255936,
16907,inhibitor,P02545,Prelamin-A/C,3643587,CHEMBL1337423,
16908,activator,P02545,Prelamin-A/C,3643588,CHEMBL1314545,
16909,inhibitor,P02545,Prelamin-A/C,3643589,CHEMBL1568475,
16910,inhibitor,P02545,Prelamin-A/C,3643590,CHEMBL1495231,
16911,inhibitor,P02545,Prelamin-A/C,3643591,CHEMBL1465964,
16912,inhibitor,P02545,Prelamin-A/C,3643592,CHEMBL1443819,
16913,inhibitor,P02545,Prelamin-A/C,3643593,CHEMBL1600144,
16914,inhibitor,P02545,Prelamin-A/C,3643594,CHEMBL1355882,
16915,inhibitor,P02545,Prelamin-A/C,3643595,CHEMBL1466004,
16916,inhibitor,P02545,Prelamin-A/C,3643596,CHEMBL1387563,
16917,inhibitor,P02545,Prelamin-A/C,3643597,CHEMBL1573242,
16918,activator,P02545,Prelamin-A/C,3643598,CHEMBL842,Chlorothiazide
16919,inhibitor,P02545,Prelamin-A/C,3643599,CHEMBL1427010,
16920,inhibitor,P02545,Prelamin-A/C,3643600,CHEMBL1455762,
16921,inhibitor,P02545,Prelamin-A/C,3643601,CHEMBL1505457,
16922,inhibitor,P02545,Prelamin-A/C,3643602,CHEMBL1332251,
16923,inhibitor,P02545,Prelamin-A/C,3643603,CHEMBL1455785,
16924,activator,P02545,Prelamin-A/C,3643604,CHEMBL1347757,
16925,inhibitor,P02545,Prelamin-A/C,3643605,CHEMBL1534430,
16926,activator,P02545,Prelamin-A/C,3643606,CHEMBL1315851,
16927,inhibitor,P02545,Prelamin-A/C,3643607,CHEMBL3196637,
16928,inhibitor,P02545,Prelamin-A/C,3643608,CHEMBL3210166,
16929,inhibitor,P02545,Prelamin-A/C,3643609,CHEMBL1416856,
16930,inhibitor,P02545,Prelamin-A/C,3643610,CHEMBL1404607,
16931,inhibitor,P02545,Prelamin-A/C,3643611,CHEMBL1426932,
16932,inhibitor,P02545,Prelamin-A/C,3643612,CHEMBL1611948,
16933,inhibitor,P02545,Prelamin-A/C,3643613,CHEMBL3210228,
16934,inhibitor,P02545,Prelamin-A/C,3643614,CHEMBL1449749,
16935,inhibitor,P02545,Prelamin-A/C,3643615,CHEMBL1600085,
16936,inhibitor,P02545,Prelamin-A/C,3643616,CHEMBL1347644,
16937,inhibitor,P02545,Prelamin-A/C,3643617,CHEMBL1534465,
16938,inhibitor,P02545,Prelamin-A/C,3643618,CHEMBL1611966,
16939,inhibitor,P02545,Prelamin-A/C,3643619,CHEMBL1426985,
16940,inhibitor,P02545,Prelamin-A/C,3643620,CHEMBL1324947,
16941,activator,P02545,Prelamin-A/C,3643621,CHEMBL1591370,
16942,inhibitor,P02545,Prelamin-A/C,3643622,CHEMBL1573365,
16943,inhibitor,P02545,Prelamin-A/C,3643623,CHEMBL1583218,
16944,inhibitor,P02545,Prelamin-A/C,3643624,CHEMBL1561430,
16945,inhibitor,P02545,Prelamin-A/C,3643625,CHEMBL1561439,
16946,activator,P02545,Prelamin-A/C,3643626,CHEMBL1554523,
16947,activator,P02545,Prelamin-A/C,3643627,CHEMBL1324974,
16948,inhibitor,P02545,Prelamin-A/C,3643628,CHEMBL1544578,
16949,inhibitor,P02545,Prelamin-A/C,3643629,CHEMBL1466068,
16950,inhibitor,P02545,Prelamin-A/C,3643630,CHEMBL1495098,
16951,inhibitor,P02545,Prelamin-A/C,3643631,CHEMBL1606854,
16952,activator,P02545,Prelamin-A/C,3643632,CHEMBL1337302,
16953,inhibitor,P02545,Prelamin-A/C,3643633,CHEMBL1600146,
16954,inhibitor,P02545,Prelamin-A/C,3643634,CHEMBL1544453,
16955,activator,P02545,Prelamin-A/C,3643635,CHEMBL1583145,
16956,inhibitor,P02545,Prelamin-A/C,3643636,CHEMBL1347600,
16957,inhibitor,P02545,Prelamin-A/C,3643637,CHEMBL1600154,
16958,inhibitor,P02545,Prelamin-A/C,3643638,CHEMBL1365046,
16959,inhibitor,P02545,Prelamin-A/C,3643639,CHEMBL1534420,
16960,inhibitor,P02545,Prelamin-A/C,3643640,CHEMBL1347618,
16961,inhibitor,P02545,Prelamin-A/C,3643641,CHEMBL1324867,
16962,activator,P02545,Prelamin-A/C,3643642,CHEMBL1544486,
16963,inhibitor,P02545,Prelamin-A/C,3643643,CHEMBL1505364,
16964,inhibitor,P02545,Prelamin-A/C,3643644,CHEMBL1600009,
16965,inhibitor,P02545,Prelamin-A/C,3643645,CHEMBL1483028,
16966,inhibitor,P02545,Prelamin-A/C,3643646,CHEMBL82224,
16967,inhibitor,P02545,Prelamin-A/C,3643647,CHEMBL1370579,
16968,inhibitor,P02545,Prelamin-A/C,3643648,CHEMBL1347663,
16969,inhibitor,P02545,Prelamin-A/C,3643649,CHEMBL1583184,
16970,inhibitor,P02545,Prelamin-A/C,3643650,CHEMBL1364928,
16971,activator,P02545,Prelamin-A/C,3643651,CHEMBL397976,Pidolic acid
16972,inhibitor,P02545,Prelamin-A/C,3643652,CHEMBL1573328,
16973,inhibitor,P02545,Prelamin-A/C,3643654,CHEMBL1450653,
16974,inhibitor,P02545,Prelamin-A/C,3643655,CHEMBL354349,Euflavine
16975,activator,P02545,Prelamin-A/C,3643656,CHEMBL1544544,
16976,inhibitor,P02545,Prelamin-A/C,3643657,CHEMBL1377381,
16977,inhibitor,P02545,Prelamin-A/C,3643658,CHEMBL1364983,
16978,inhibitor,P02545,Prelamin-A/C,3643659,CHEMBL3197112,
16979,inhibitor,P02545,Prelamin-A/C,3643660,CHEMBL1554557,
16980,inhibitor,P02545,Prelamin-A/C,3643661,CHEMBL1443771,
16981,inhibitor,P02545,Prelamin-A/C,3643662,CHEMBL1456254,
16982,inhibitor,P02545,Prelamin-A/C,3643663,CHEMBL1573750,
16983,activator,P02545,Prelamin-A/C,3643664,CHEMBL1395816,
16984,inhibitor,P02545,Prelamin-A/C,3643665,CHEMBL1495621,
16985,inhibitor,P02545,Prelamin-A/C,3643666,CHEMBL1444243,
16986,inhibitor,P02545,Prelamin-A/C,3643667,CHEMBL1325494,
16987,inhibitor,P02545,Prelamin-A/C,3643668,CHEMBL1357994,
16988,inhibitor,P02545,Prelamin-A/C,3643669,CHEMBL1505867,
16989,inhibitor,P02545,Prelamin-A/C,3643670,CHEMBL207714,
16990,inhibitor,P02545,Prelamin-A/C,3643671,CHEMBL1377799,
16991,inhibitor,P02545,Prelamin-A/C,3643672,CHEMBL1583704,
16992,inhibitor,P02545,Prelamin-A/C,3643673,CHEMBL1348155,
16993,inhibitor,P02545,Prelamin-A/C,3643674,CHEMBL1583712,
16994,inhibitor,P02545,Prelamin-A/C,3643675,CHEMBL1583713,
16995,inhibitor,P02545,Prelamin-A/C,3643676,CHEMBL1444278,
16996,activator,P02545,Prelamin-A/C,3643677,CHEMBL1388094,
16997,inhibitor,P02545,Prelamin-A/C,3643678,CHEMBL1545031,
16998,inhibitor,P02545,Prelamin-A/C,3643679,CHEMBL1388126,
16999,inhibitor,P02545,Prelamin-A/C,3643680,CHEMBL1337903,
17000,inhibitor,P02545,Prelamin-A/C,3643681,CHEMBL1388140,
17001,inhibitor,P02545,Prelamin-A/C,3643682,CHEMBL1483494,
17002,activator,P02545,Prelamin-A/C,3643683,CHEMBL1348210,
17003,inhibitor,P02545,Prelamin-A/C,3643684,CHEMBL1495707,
17004,inhibitor,P02545,Prelamin-A/C,3643685,CHEMBL1545055,
17005,inhibitor,P02545,Prelamin-A/C,3643686,CHEMBL3198455,
17006,inhibitor,P02545,Prelamin-A/C,3643687,CHEMBL1405104,
17007,inhibitor,P02545,Prelamin-A/C,3643688,CHEMBL1583625,
17008,activator,P02545,Prelamin-A/C,3643689,CHEMBL1476187,
17009,activator,P02545,Prelamin-A/C,3643690,CHEMBL1417241,
17010,inhibitor,P02545,Prelamin-A/C,3643691,CHEMBL1544922,
17011,inhibitor,P02545,Prelamin-A/C,3643692,CHEMBL46703,
17012,inhibitor,P02545,Prelamin-A/C,3643693,CHEMBL1561897,
17013,inhibitor,P02545,Prelamin-A/C,3643694,CHEMBL1483513,
17014,inhibitor,P02545,Prelamin-A/C,3643695,CHEMBL1444202,
17015,inhibitor,P02545,Prelamin-A/C,3643696,CHEMBL1544938,
17016,inhibitor,P02545,Prelamin-A/C,3643697,CHEMBL1474293,
17017,activator,P02545,Prelamin-A/C,3643698,CHEMBL1395846,
17018,inhibitor,P02545,Prelamin-A/C,3643699,CHEMBL1451086,
17019,activator,P02545,Prelamin-A/C,3643700,CHEMBL1427444,
17020,inhibitor,P02545,Prelamin-A/C,3643701,CHEMBL1427446,
17021,inhibitor,P02545,Prelamin-A/C,3643702,CHEMBL1561939,
17022,inhibitor,P02545,Prelamin-A/C,3643703,CHEMBL1466523,
17023,inhibitor,P02545,Prelamin-A/C,3643704,CHEMBL1337831,
17024,inhibitor,P02545,Prelamin-A/C,3643705,CHEMBL1989662,
17025,inhibitor,P02545,Prelamin-A/C,3643706,CHEMBL1490481,
17026,activator,P02545,Prelamin-A/C,3643707,CHEMBL1348189,
17027,inhibitor,P02545,Prelamin-A/C,3643708,CHEMBL1365538,
17028,inhibitor,P02545,Prelamin-A/C,3643709,CHEMBL1417299,
17029,inhibitor,P02545,Prelamin-A/C,3643710,CHEMBL3198693,
17030,activator,P02545,Prelamin-A/C,3643711,CHEMBL1583749,
17031,inhibitor,P02545,Prelamin-A/C,3643712,CHEMBL1308129,
17032,inhibitor,P02545,Prelamin-A/C,3643713,CHEMBL1417339,
17033,inhibitor,P02545,Prelamin-A/C,3643714,CHEMBL1256696,Carbetapentane citrate
17034,activator,P02545,Prelamin-A/C,3643715,CHEMBL1308028,
17035,inhibitor,P02545,Prelamin-A/C,3643716,CHEMBL1522784,
17036,inhibitor,P02545,Prelamin-A/C,3643717,CHEMBL1561864,
17037,inhibitor,P02545,Prelamin-A/C,3643718,CHEMBL1495725,
17038,inhibitor,P02545,Prelamin-A/C,3643719,CHEMBL1388040,
17039,inhibitor,P02545,Prelamin-A/C,3643720,CHEMBL1456213,
17040,activator,P02545,Prelamin-A/C,3643721,CHEMBL1201171,Pramoxine hydrochloride
17041,inhibitor,P02545,Prelamin-A/C,3643722,CHEMBL1377,Chloroguanide
17042,inhibitor,P02545,Prelamin-A/C,3643723,CHEMBL1377745,
17043,activator,P02545,Prelamin-A/C,3643724,CHEMBL1427457,
17044,activator,P02545,Prelamin-A/C,3643725,CHEMBL1337783,
17045,inhibitor,P02545,Prelamin-A/C,3643726,CHEMBL1308088,
17046,inhibitor,P02545,Prelamin-A/C,3643727,CHEMBL1534893,
17047,inhibitor,P02545,Prelamin-A/C,3643728,CHEMBL1466540,
17048,inhibitor,P02545,Prelamin-A/C,3643729,CHEMBL1348191,
17049,inhibitor,P02545,Prelamin-A/C,3643730,CHEMBL1308130,
17050,inhibitor,P02545,Prelamin-A/C,3643731,CHEMBL1545040,
17051,inhibitor,P02545,Prelamin-A/C,3643732,CHEMBL1444221,
17052,inhibitor,P02545,Prelamin-A/C,3643733,CHEMBL1388163,
17053,activator,P02545,Prelamin-A/C,3643734,CHEMBL1337869,
17054,inhibitor,P02545,Prelamin-A/C,3643735,CHEMBL1325495,
17055,activator,P02545,Prelamin-A/C,3643736,CHEMBL1357928,
17056,inhibitor,P02545,Prelamin-A/C,3643737,CHEMBL1456309,
17057,inhibitor,P02545,Prelamin-A/C,3643738,CHEMBL1405165,
17058,inhibitor,P02545,Prelamin-A/C,3643739,CHEMBL1417340,
